<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
AAPL;D;230803;000000;191.57;192.37;190.69;191.01;1990204
AAPL;D;230804;000000;185.35;187.36;181.92;182;5451916
AAPL;D;230807;000000;182.13;183.13;177.36;178.8;4143217
AAPL;D;230808;000000;179.69;180.26;177.59;179.81;2310573
AAPL;D;230809;000000;180.86;180.9;177.01;178.19;2229997
AAPL;D;230810;000000;179.48;180.75;177.6;178.01;2438648
AAPL;D;230811;000000;177.31;178.62;176.56;177.89;2196119
AAPL;D;230814;000000;177.97;179.68;177.32;179.51;1454635
AAPL;D;230815;000000;178.89;179.48;177.06;177.5;1688583
AAPL;D;230816;000000;177.03;178.52;176.5;176.55;1565725
AAPL;D;230817;000000;177.21;177.49;173.49;173.97;2289840
AAPL;D;230818;000000;172.3;175.1;171.97;174.49;2089635
AAPL;D;230821;000000;175.07;176.13;173.74;175.805;1460826
AAPL;D;230822;000000;177.06;177.675;176.25;177.28;1634416
AAPL;D;230823;000000;178.52;181.54;178.35;181.14;2242755
AAPL;D;230824;000000;180.69;181.1;176.01;176.33;2634313
AAPL;D;230825;000000;177.44;179.145;175.82;178.59;2522071
AAPL;D;230828;000000;180.09;180.58;178.55;180.19;1999228
AAPL;D;230829;000000;179.69;184.9;179.53;184.12;2469624
AAPL;D;230830;000000;184.94;187.79;184.79;187.67;2682373
AAPL;D;230831;000000;187.85;189.12;187.48;187.89;2459531
AAPL;D;230901;000000;189.56;189.92;188.32;189.47;1901683
AAPL;D;230905;000000;188.25;189.98;187.62;189.68;1640580
AAPL;D;230906;000000;188.43;188.79;181.47;182.91;3821606
AAPL;D;230907;000000;175.16;178.21;173.55;177.58;4932196
AAPL;D;230908;000000;178.35;180.23;177.8;178.12;2927822
AAPL;D;230911;000000;180.075;180.29;177.34;179.38;2275542
AAPL;D;230912;000000;179.49;180.13;174.84;176.31;3775663
AAPL;D;230913;000000;176.5;177.28;173.98;174.2;3096178
AAPL;D;230914;000000;174;176.09;173.61;175.7;2366457
AAPL;D;230915;000000;176.43;176.43;173.82;174.93;2889508
AAPL;D;230918;000000;176.5;179.38;176.17;177.99;2613959
AAPL;D;230919;000000;177.59;179.61;177.14;179.09;1938980
AAPL;D;230920;000000;179.29;179.67;175.46;175.49;2512931
AAPL;D;230921;000000;174.52;176.28;173.86;173.94;2515890
AAPL;D;230922;000000;174.61;177.07;174.06;174.74;2482015
AAPL;D;230925;000000;174.19;176.97;174.15;176.1;2192095
AAPL;D;230926;000000;174.82;175.2;171.67;171.92;2718217
AAPL;D;230927;000000;172.58;173.02;169.05;170.42;3250343
AAPL;D;230928;000000;169.48;172.025;167.65;170.68;2772340
AAPL;D;230929;000000;171.95;173.07;170.35;171.19;2423909
AAPL;D;231002;000000;171.22;174.29;170.93;173.78;2626738
AAPL;D;231003;000000;172.27;173.63;170.83;172.47;2447353
AAPL;D;231004;000000;171.02;174.2;171;173.64;2649562
AAPL;D;231005;000000;173.8;175.44;172.68;174.98;2427838
AAPL;D;231006;000000;173.8;177.99;173.18;177.49;2968092
AAPL;D;231009;000000;176.7;179.04;175.81;179;1912070
AAPL;D;231010;000000;178.12;179.71;177.96;178.41;2426803
AAPL;D;231011;000000;178.2;179.85;177.61;179.75;2619771
AAPL;D;231012;000000;180.07;182.33;179.05;180.73;3562968
AAPL;D;231013;000000;181.37;181.92;178.14;178.885;2684881
AAPL;D;231016;000000;176.75;179.06;176.51;178.67;2773948
AAPL;D;231017;000000;176.68;178.42;174.81;177.15;3143927
AAPL;D;231018;000000;175.48;177.56;175.11;175.8;2918482
AAPL;D;231019;000000;176;177.84;175.2;175.45;3510157
AAPL;D;231020;000000;175.31;175.41;172.645;172.86;3434935
AAPL;D;231023;000000;170.91;174.01;169.935;172.96;2975067
AAPL;D;231024;000000;173.03;173.67;171.47;173.4;2358850
AAPL;D;231025;000000;171.86;173.05;170.65;171.1;2657757
AAPL;D;231026;000000;170.37;171.37;165.68;166.75;3799261
AAPL;D;231027;000000;166.91;168.96;166.83;168.29;3072941
AAPL;D;231030;000000;169.03;171.16;168.9;170.23;2838213
AAPL;D;231031;000000;169.35;170.9;167.92;170.79;2092955
AAPL;D;231101;000000;170.98;174.225;170.13;173.93;2884146
AAPL;D;231102;000000;175.52;177.78;175.47;177.78;3439009
AAPL;D;231103;000000;174.25;176.82;173.36;176.62;3712831
AAPL;D;231106;000000;176.4;179.425;176.21;179.32;2590437
AAPL;D;231107;000000;179.23;182.44;178.98;181.88;3195423
AAPL;D;231108;000000;182.35;183.44;181.59;182.89;2365384
AAPL;D;231109;000000;182.95;184.11;181.81;182.42;2866733
AAPL;D;231110;000000;183.97;186.56;183.54;186.38;2933175
AAPL;D;231113;000000;185.79;186.03;184.21;184.76;1905449
AAPL;D;231114;000000;187.7;188.1;186.31;187.43;2699944
AAPL;D;231115;000000;187.85;189.49;187.79;188.09;2327878
AAPL;D;231116;000000;189.59;190.95;188.73;189.77;2897755
AAPL;D;231117;000000;190.16;190.35;188.58;189.75;1984242
AAPL;D;231120;000000;189.93;191.905;189.93;191.49;1875584
AAPL;D;231121;000000;191.49;191.52;189.74;190.66;1861669
AAPL;D;231122;000000;191.5;192.92;190.83;191.32;2015590
AAPL;D;231124;000000;190.86;190.9;189.25;189.97;1137843
AAPL;D;231127;000000;189.97;190.67;188.91;189.77;1810080
AAPL;D;231128;000000;189.79;191.08;189.405;190.38;1800282
AAPL;D;231129;000000;190.9;192.08;188.97;189.355;1786152
AAPL;D;231130;000000;189.85;190.31;188.19;189.95;2110275
AAPL;D;231201;000000;190.33;191.56;189.23;191.24;1999969
AAPL;D;231204;000000;189.98;190.04;187.455;189.43;2270947
AAPL;D;231205;000000;190.24;194.4;190.23;193.49;3374741
AAPL;D;231206;000000;194.45;194.76;192.12;192.34;1915183
AAPL;D;231207;000000;193.63;195;193.61;194.23;1993852
AAPL;D;231208;000000;194.09;195.98;193.68;195.69;2396932
AAPL;D;231211;000000;193.11;193.49;191.435;193.18;2967810
AAPL;D;231212;000000;193.08;194.71;191.74;194.64;2242708
AAPL;D;231213;000000;195.09;197.99;194.85;197.88;3574875
AAPL;D;231214;000000;198.02;199.615;196.165;198.14;3256742
AAPL;D;231215;000000;197.53;198.395;197;197.23;2445817
AAPL;D;231218;000000;196.09;196.63;194.4;195.87;2255592
AAPL;D;231219;000000;196.2;196.95;195.9;196.93;1464702
AAPL;D;231220;000000;196.9;197.67;194.86;194.87;2164065
AAPL;D;231221;000000;196.18;197.07;193.5;194.69;2111449
AAPL;D;231222;000000;195.18;195.4;192.97;193.68;1747104
AAPL;D;231226;000000;193.61;193.88;192.84;193.05;1044803
AAPL;D;231227;000000;192.47;193.49;191.1;193.18;1793985
AAPL;D;231228;000000;194.09;194.66;193.17;193.58;1493052
AAPL;D;231229;000000;193.91;194.39;191.74;192.52;1696959
AAPL;D;240102;000000;187.18;188.44;183.89;185.55;3078973
AAPL;D;240103;000000;184.34;185.87;183.43;184.24;1938827
AAPL;D;240104;000000;182.15;183.06;180.89;181.92;2559682
AAPL;D;240105;000000;181.96;182.76;180.17;181.17;2285066
AAPL;D;240108;000000;182.13;185.59;181.5;185.54;1926691
AAPL;D;240109;000000;183.92;185.15;182.73;185.11;1556356
AAPL;D;240110;000000;184.29;186.395;183.94;186.14;1573093
AAPL;D;240111;000000;186.6;187.05;183.62;185.59;2151137
AAPL;D;240112;000000;186.07;186.74;185.19;185.91;1568863
AAPL;D;240116;000000;182.21;184.25;180.94;183.61;2743077
AAPL;D;240117;000000;181.27;182.93;180.31;182.66;2227039
AAPL;D;240118;000000;186.09;189.14;185.84;188.71;3191439
AAPL;D;240119;000000;189.33;191.94;188.82;191.56;2670728
AAPL;D;240122;000000;192.3;195.32;192.26;193.88;2547089
AAPL;D;240123;000000;195.02;195.7;193.83;195.15;1779798
AAPL;D;240124;000000;195.42;196.36;194.35;194.51;2492672
AAPL;D;240125;000000;195.18;196.265;193.13;194.19;2846424
AAPL;D;240126;000000;194.27;194.76;191.94;192.36;1861127
AAPL;D;240129;000000;192.01;192.195;189.58;191.8;1705669
AAPL;D;240130;000000;190.81;191.8;187.48;187.98;2219468
AAPL;D;240131;000000;187.07;187.07;184.43;184.43;2011423
AAPL;D;240201;000000;184.01;186.91;183.82;186.86;2270891
AAPL;D;240202;000000;179.92;187.32;179.25;185.84;4143513
AAPL;D;240205;000000;188.18;189.25;185.85;187.69;2949294
AAPL;D;240206;000000;186.85;189.31;186.8;189.29;1730961
AAPL;D;240207;000000;190.65;191.03;188.62;189.41;2149046
AAPL;D;240208;000000;189.35;189.53;187.36;188.34;1874053
AAPL;D;240209;000000;188.65;189.99;188;188.84;2178857
AAPL;D;240212;000000;188.4;188.66;186.79;187.18;1621648
AAPL;D;240213;000000;185.82;186.2;183.52;185.02;2252892
AAPL;D;240214;000000;185.28;185.46;182.44;184.02;2418835
AAPL;D;240215;000000;183.55;184.48;181.4;183.95;2762731
AAPL;D;240216;000000;183.42;184.85;181.68;182.29;2000911
AAPL;D;240220;000000;181.845;182.42;180.005;181.61;2128513
AAPL;D;240221;000000;182.04;182.88;180.68;182.34;1925358
AAPL;D;240222;000000;183.43;184.95;182.47;184.36;2308215
AAPL;D;240223;000000;185.01;185.01;182.31;182.49;2150369
AAPL;D;240226;000000;182.24;182.75;180.65;181.14;1603397
AAPL;D;240227;000000;181.1;183.92;179.61;182.63;2135420
AAPL;D;240228;000000;181.96;182.12;180.13;181.46;1986312
AAPL;D;240229;000000;181.36;182.56;179.54;180.6;4185695
AAPL;D;240301;000000;179.55;180.52;177.39;179.65;3214815
AAPL;D;240304;000000;176.17;176.89;173.795;175.08;3681324
AAPL;D;240305;000000;170.79;172.02;169.64;170.17;3966353
AAPL;D;240306;000000;171.19;171.23;168.69;169.13;3011701
AAPL;D;240307;000000;169.28;170.72;168.5;168.99;2989850
AAPL;D;240308;000000;169;173.69;168.96;170.73;3597278
AAPL;D;240311;000000;172.95;174.38;172.05;172.79;2781187
AAPL;D;240312;000000;173.15;174.03;171.02;173.23;2523863
AAPL;D;240313;000000;172.77;173.15;170.77;171.18;2025436
AAPL;D;240314;000000;172.91;174.3;172.07;173.09;3792509
AAPL;D;240315;000000;171.17;172.6;170.285;172.56;3359373
AAPL;D;240318;000000;175.57;177.69;173.52;173.7;3207426
AAPL;D;240319;000000;174.33;176.6;173.03;176.08;2140669
AAPL;D;240320;000000;175.72;178.67;175.12;178.65;2461061
AAPL;D;240321;000000;177.05;177.47;170.84;171.37;3971593
AAPL;D;240322;000000;171.73;173.05;170.06;172.25;2575018
AAPL;D;240325;000000;170.54;171.93;169.45;170.85;1965080
AAPL;D;240326;000000;170;171.42;169.6;169.82;2371597
AAPL;D;240327;000000;170.41;173.6;170.12;173.41;2466927
AAPL;D;240328;000000;171.71;172.22;170.51;171.34;2042834
AAPL;D;240401;000000;171.19;171.23;169.48;170;1772307
AAPL;D;240402;000000;169.08;169.34;168.24;168.94;2036133
AAPL;D;240403;000000;168.79;170.67;168.59;169.67;1858236
AAPL;D;240404;000000;170.4;171.92;168.83;168.91;2305119
AAPL;D;240405;000000;169.51;170.38;168.96;169.6;1763731
AAPL;D;240408;000000;169.03;169.18;168.24;168.48;1251601
AAPL;D;240409;000000;168.71;170.07;168.35;169.69;1566453
AAPL;D;240410;000000;168.85;169.08;167.12;167.75;2121547
AAPL;D;240411;000000;168.25;175.46;168.17;175.04;3475857
AAPL;D;240412;000000;174.38;178.35;174.22;176.57;3894309
